AvgCommunicate_58020_Content_6,abJj,avg通讯器聊天表_AvgCommunicate_A_M.csv,28,AvgCommunicate,Content,本源拉蒙娜通讯器,但我想念你时，可以给你发消息吗？,Is it alright if I send you a message?
AvgCommunicate_58020_Option_7,abJv,avg通讯器聊天表_AvgCommunicate_A_M.csv,29,AvgCommunicate,Option,玩家,当然！,Of course!
AvgCommunicate_58020_Content_7,abJk,avg通讯器聊天表_AvgCommunicate_A_M.csv,29,AvgCommunicate,Content,玩家,当然！,Of course!
AvgCommunicate_58020_Content_8,abJl,avg通讯器聊天表_AvgCommunicate_A_M.csv,30,AvgCommunicate,Content,玩家,我们永远是好搭档。,We will always be good partners.
AvgCommunicate_58020_Content_9,abJm,avg通讯器聊天表_AvgCommunicate_A_M.csv,31,AvgCommunicate,Content,本源拉蒙娜通讯器,谢谢。,Thank you.
AvgCommunicate_58020_Content_10,abJd,avg通讯器聊天表_AvgCommunicate_A_M.csv,32,AvgCommunicate,Content,本源拉蒙娜通讯器,……如果我给你发消息太频繁，会打扰到你吗？,...Would it bother you if I send you too many messages?
AvgCommunicate_58020_Content_11,abJe,avg通讯器聊天表_AvgCommunicate_A_M.csv,33,AvgCommunicate,Content,玩家,当然不会了,Of course not.
AvgCommunicate_57897_Content_1,absc,avg通讯器聊天表_AvgCommunicate_A_M.csv,34,AvgCommunicate,Content,朵尔,%player%，你的成绩出来了。,"%player%, your test results are in."
AvgCommunicate_57897_Content_2,absi,avg通讯器聊天表_AvgCommunicate_A_M.csv,35,AvgCommunicate,Content,朵尔,知道你多少分吗？,Would you like to guess how you did?
AvgCommunicate_57897_Option_3,absx,avg通讯器聊天表_AvgCommunicate_A_M.csv,36,AvgCommunicate,Option,玩家,……你这样我压力很大。,...Y-you're stressing me out here...
AvgCommunicate_57897_Content_3,absj,avg通讯器聊天表_AvgCommunicate_A_M.csv,36,AvgCommunicate,Content,玩家,……你这样我压力很大。,...Y-you're stressing me out here...
AvgCommunicate_57897_Content_4,absk,avg通讯器聊天表_AvgCommunicate_A_M.csv,37,AvgCommunicate,Content,朵尔,我是来恭喜你的。虽然这学期发生了很多事，但你目前为止的表现还算不错。,"Don't worry, I'm here to congratulate you. Despite all of the ""incidents"" you've had this term, you did SUCH a good job on this test."
AvgCommunicate_57897_Content_5,absl,avg通讯器聊天表_AvgCommunicate_A_M.csv,38,AvgCommunicate,Content,朵尔,作为奖励，我调整了一下你的训练计划，接下来几天就好好休息吧。,"In fact, you did such a good job that you deserve a reward. I've personally adjusted your upcoming training schedule. Enjoy your time off~."
AvgCommunicate_57897_Option_6,absA,avg通讯器聊天表_AvgCommunicate_A_M.csv,39,AvgCommunicate,Option,玩家,对不起我错了我假期一定努力补休。,"I'm sorry, I messed up. I'll work hard during my break..."
AvgCommunicate_57897_Content_6,absm,avg通讯器聊天表_AvgCommunicate_A_M.csv,39,AvgCommunicate,Content,玩家,对不起我错了我假期一定努力补休。,"I'm sorry, I messed up. I'll work hard during my break..."
AvgCommunicate_57897_Content_7,absn,avg通讯器聊天表_AvgCommunicate_A_M.csv,40,AvgCommunicate,Content,朵尔,我本来是来恭喜你的。虽然这学期发生了很多事，但你目前为止的表现还算不错。,"Don't worry, I'm here to congratulate you. Despite all of the ""incidents"" you've had this term, you did SUCH a good job on this test."
AvgCommunicate_57897_Content_8,abso,avg通讯器聊天表_AvgCommunicate_A_M.csv,41,AvgCommunicate,Content,朵尔,不过既然你主动提出补休，那我也不介意加点班。,"Since you've asked to take some time off, I don't mind giving you some extra lessons after class to make up for your time off."
AvgCommunicate_57897_Option_9,absD,avg通讯器聊天表_AvgCommunicate_A_M.csv,42,AvgCommunicate,Option,玩家,什么？不要啊！,What? No way!
AvgCommunicate_57897_Content_9,absp,avg通讯器聊天表_AvgCommunicate_A_M.csv,42,AvgCommunicate,Content,玩家,什么？不要啊！,What? No way!
AvgCommunicate_57897_Content_10,absd,avg通讯器聊天表_AvgCommunicate_A_M.csv,43,AvgCommunicate,Content,朵尔,别客气，就这么说定了。明天课上再见。,"Don't worry, it's no trouble at all. See you tomorrow~."
AvgCommunicate_57897_Option_11,abss,avg通讯器聊天表_AvgCommunicate_A_M.csv,44,AvgCommunicate,Option,玩家,我假期还有其他训练的啊——,I have other training sessions already scheduled on my time off—
AvgCommunicate_57897_Content_11,abse,avg通讯器聊天表_AvgCommunicate_A_M.csv,44,AvgCommunicate,Content,玩家,我假期还有其他训练的啊——,I have other training sessions already scheduled on my time off—
AvgCommunicate_57897_Content_12,absf,avg通讯器聊天表_AvgCommunicate_A_M.csv,45,AvgCommunicate,Content,朵尔,开玩笑的。,I'm joking.
AvgCommunicate_57897_Content_13,absg,avg通讯器聊天表_AvgCommunicate_A_M.csv,46,AvgCommunicate,Content,朵尔,我调整了一下你的训练计划，接下来几天就好好休息吧。,I've adjusted your training schedule. Go enjoy your break over the next few days.
AvgCommunicate_57897_Option_14,absv,avg通讯器聊天表_AvgCommunicate_A_M.csv,47,AvgCommunicate,Option,玩家,真的？太好了，谢谢！,"Really? That's great, thank you!"
AvgCommunicate_57897_Content_14,absh,avg通讯器聊天表_AvgCommunicate_A_M.csv,47,AvgCommunicate,Content,玩家,真的？太好了，谢谢！,"Really? That's great, thank you!"
AvgCommunicate_57898_Content_1,absE,avg通讯器聊天表_AvgCommunicate_A_M.csv,48,AvgCommunicate,Content,本源朵尔？,找到你了。,Found you.
AvgCommunicate_57898_Option_2,absU,avg通讯器聊天表_AvgCommunicate_A_M.csv,49,AvgCommunicate,Option,玩家,你是谁？,Who are you?
AvgCommunicate_57898_Content_2,absI,avg通讯器聊天表_AvgCommunicate_A_M.csv,49,AvgCommunicate,Content,玩家,你是谁？为什么没有正规账号？,Who are you? Why don't you have an official account?
AvgCommunicate_57898_Content_3,absJ,avg通讯器聊天表_AvgCommunicate_A_M.csv,50,AvgCommunicate,Content,本源朵尔？,开动你聪明的小脑袋猜一猜。,You're smart. Why not guess and see if you can figure it out?
AvgCommunicate_57898_Option_4,absW,avg通讯器聊天表_AvgCommunicate_A_M.csv,51,AvgCommunicate,Option,玩家,你是校内人？,Are you a student here?
AvgCommunicate_57898_Content_4,absK,avg通讯器聊天表_AvgCommunicate_A_M.csv,51,AvgCommunicate,Content,玩家,知道通讯器，你是校内人？,"Well, you know about the communicator. Are you a student?"
AvgCommunicate_57898_Content_5,absL,avg通讯器聊天表_AvgCommunicate_A_M.csv,52,AvgCommunicate,Content,本源朵尔？,怎么不算呢，如果大家还愿意承认的话。,"Sure, why not? That's what everyone says anyways."
AvgCommunicate_57898_Option_6,absY,avg通讯器聊天表_AvgCommunicate_A_M.csv,53,AvgCommunicate,Option,玩家,你是那个朵尔。,You're that Doll!
AvgCommunicate_57898_Content_6,absM,avg通讯器聊天表_AvgCommunicate_A_M.csv,53,AvgCommunicate,Content,玩家,你是……那个朵尔。,Wait... you're that Doll aren't you?!
AvgCommunicate_57898_Content_7,absN,avg通讯器聊天表_AvgCommunicate_A_M.csv,54,AvgCommunicate,Content,本源朵尔？,答对了，聪明的狗狗有奖励。,You got it~! A smart dog like you deserves a reward.
AvgCommunicate_57898_Option_8,abta,avg通讯器聊天表_AvgCommunicate_A_M.csv,55,AvgCommunicate,Option,玩家,什么奖励？,A reward?
AvgCommunicate_57898_Content_8,absO,avg通讯器聊天表_AvgCommunicate_A_M.csv,55,AvgCommunicate,Content,玩家,……什么奖励？,...A reward?
AvgCommunicate_57898_Content_9,absP,avg通讯器聊天表_AvgCommunicate_A_M.csv,56,AvgCommunicate,Content,本源朵尔？,奖励一个摸头，欢迎随时来黑池领取。,Your reward is a pat on the head. Come to the Black Pool whenever you want to redeem your prize.
AvgCommunicate_57898_Option_10,absR,avg通讯器聊天表_AvgCommunicate_A_M.csv,57,AvgCommunicate,Option,玩家,我会和校方反映的。,I'm reporting this to the school authorities.
AvgCommunicate_57898_Content_10,absF,avg通讯器聊天表_AvgCommunicate_A_M.csv,57,AvgCommunicate,Content,玩家,……我会和校方反映这个漏洞的。,...I'm reporting this loophole you found to the school authorities.
AvgCommunicate_57898_Content_11,absG,avg通讯器聊天表_AvgCommunicate_A_M.csv,58,AvgCommunicate,Content,本源朵尔？,真是坏孩子，不过你以为这种小东西能够拦住我吗？,"My, what a naughty child. You don't really think this little thing can hold me forever, do you?"
AvgCommunicate_57898_Content_12,absH,avg通讯器聊天表_AvgCommunicate_A_M.csv,59,AvgCommunicate,Content,本源朵尔？,我会一直看着你的。,I will ALWAYS be watching you.
AvgCommunicate_57900_Content_1,abtw,avg通讯器聊天表_AvgCommunicate_A_M.csv,60,AvgCommunicate,Content,奥吉尔,主君？,Milord?
AvgCommunicate_57900_Option_2,abtK,avg通讯器聊天表_AvgCommunicate_A_M.csv,61,AvgCommunicate,Option,玩家,怎么了？,What's the matter?
AvgCommunicate_57900_Content_2,abtz,avg通讯器聊天表_AvgCommunicate_A_M.csv,61,AvgCommunicate,Content,玩家,怎么了，奥吉尔？,"What's the matter, Ogier?"
AvgCommunicate_57900_Content_3,abtA,avg通讯器聊天表_AvgCommunicate_A_M.csv,62,AvgCommunicate,Content,奥吉尔,哇，真的有字耶。,"Wow, it's actually working..."
AvgCommunicate_57900_Content_4,abtB,avg通讯器聊天表_AvgCommunicate_A_M.csv,63,AvgCommunicate,Content,奥吉尔,抱歉，主君，刚才我失态了。,"Sorry, My Lord. I lost my composure earlier."
AvgCommunicate_57900_Content_5,abtC,avg通讯器聊天表_AvgCommunicate_A_M.csv,64,AvgCommunicate,Content,奥吉尔,朵尔小姐刚刚给我送来了改进过后的通讯器，让我测试一下，没想到那么好用。,Miss Doll just sent me an improved communicator for testing. I didn't expect it to work so well.
AvgCommunicate_57900_Content_6,abtD,avg通讯器聊天表_AvgCommunicate_A_M.csv,65,AvgCommunicate,Content,奥吉尔,不知道它还能传输什么呢。,I wonder what else it can send.
AvgCommunicate_57900_Content_7,abtE,avg通讯器聊天表_AvgCommunicate_A_M.csv,66,AvgCommunicate,Content,玩家,还可以发图片！,You can also send images!
AvgCommunicate_57900_Content_10,abtx,avg通讯器聊天表_AvgCommunicate_A_M.csv,69,AvgCommunicate,Content,奥吉尔,好厉害，这是怎么做到的？,Amazing! How did you do that?
AvgCommunicate_57900_Content_11,abty,avg通讯器聊天表_AvgCommunicate_A_M.csv,70,AvgCommunicate,Content,玩家,等等，我现在就过去教你。,Hold on. I'll come over and show you.
AvgCommunicate_57596_Content_1,abrM,avg通讯器聊天表_AvgCommunicate_A_M.csv,71,AvgCommunicate,Content,萝坦,你人呢？,Where are you?
AvgCommunicate_57596_Option_2,abrV,avg通讯器聊天表_AvgCommunicate_A_M.csv,72,AvgCommunicate,Option,玩家,我在宿舍。,I'm resting in my dorm room.
AvgCommunicate_57596_Content_2,abrN,avg通讯器聊天表_AvgCommunicate_A_M.csv,72,AvgCommunicate,Content,玩家,我在宿舍休息，怎么了吗？,I'm resting in my dorm room. What's up?
AvgCommunicate_57596_Content_3,abrO,avg通讯器聊天表_AvgCommunicate_A_M.csv,73,AvgCommunicate,Content,萝坦,休息？,Resting? Really?
AvgCommunicate_57596_Content_4,abrP,avg通讯器聊天表_AvgCommunicate_A_M.csv,74,AvgCommunicate,Content,萝坦,昨天是谁跟我说今天中午要一起特训的？,Now WHO was the one that told me we'd be having special training together at noon today?
AvgCommunicate_57596_Content_5,abrQ,avg通讯器聊天表_AvgCommunicate_A_M.csv,75,AvgCommunicate,Content,萝坦,现在你说休息？,And now you're telling me you're RESTING?
AvgCommunicate_57596_Option_6,abrZ,avg通讯器聊天表_AvgCommunicate_A_M.csv,76,AvgCommunicate,Option,玩家,糟了……,Uh...
AvgCommunicate_57596_Content_6,abrR,avg通讯器聊天表_AvgCommunicate_A_M.csv,76,AvgCommunicate,Content,玩家,糟了……,Uh...
AvgCommunicate_57596_Option_7,absa,avg通讯器聊天表_AvgCommunicate_A_M.csv,77,AvgCommunicate,Option,玩家,你肯定记错了,You must have misremembered.
AvgCommunicate_57596_Content_7,abrS,avg通讯器聊天表_AvgCommunicate_A_M.csv,77,AvgCommunicate,Content,玩家,你肯定记错了，肯定是艾尔瓦说的。,You must have misremembered. I'm pretty sure Alva was the one who was going to train with you.
AvgCommunicate_57596_Content_8,abrT,avg通讯器聊天表_AvgCommunicate_A_M.csv,78,AvgCommunicate,Content,萝坦,好啊你这家伙，给我等着。,"Alright, that's it. Wait right there."
AvgCommunicate_57899_Content_1,abtc,avg通讯器聊天表_AvgCommunicate_A_M.csv,79,AvgCommunicate,Content,二十四,%player%%sirormadam%，请问你见到詹金了吗？,"{Male=Mr.,Female=Miss} %player%, have you seen Jenkin?"
AvgCommunicate_57899_Content_2,abte,avg通讯器聊天表_AvgCommunicate_A_M.csv,80,AvgCommunicate,Content,二十四,她上午说了句什么巧克力咔哒咔哒的，就跑了出去，一直到现在都没有回来。,"She mentioned something about ""chocolate crunch"" this morning and left. Now I can't find her."
AvgCommunicate_57899_Content_3,abtf,avg通讯器聊天表_AvgCommunicate_A_M.csv,81,AvgCommunicate,Content,二十四,我有点担心。,I'm a bit worried.
AvgCommunicate_57899_Option_4,abtq,avg通讯器聊天表_AvgCommunicate_A_M.csv,82,AvgCommunicate,Option,玩家,汉娜说詹金和她在一起。,Hannah said that Jenkin is with her.
AvgCommunicate_57899_Content_4,abtg,avg通讯器聊天表_AvgCommunicate_A_M.csv,82,AvgCommunicate,Content,玩家,汉娜说詹金和她在一起。,Hannah said that Jenkin is with her.
AvgCommunicate_57899_Content_5,abth,avg通讯器聊天表_AvgCommunicate_A_M.csv,83,AvgCommunicate,Content,玩家,她好像是想买一点巧克力给你做礼物。,I think she wanted to buy some chocolate as a gift for you.
AvgCommunicate_57899_Content_6,abti,avg通讯器聊天表_AvgCommunicate_A_M.csv,84,AvgCommunicate,Content,二十四,礼物？,A gift?
AvgCommunicate_57899_Content_7,abtj,avg通讯器聊天表_AvgCommunicate_A_M.csv,85,AvgCommunicate,Content,二十四,可是现在也不是什么节日，难道是我忘了……,But it's not even a holiday... right?
AvgCommunicate_57899_Option_8,abtu,avg通讯器聊天表_AvgCommunicate_A_M.csv,86,AvgCommunicate,Option,玩家,我觉得……,Well...
AvgCommunicate_57899_Content_8,abtk,avg通讯器聊天表_AvgCommunicate_A_M.csv,86,AvgCommunicate,Content,玩家,我觉得，有时候，礼物不一定是非要节日才能购买的。,"Well, you can someone buy a gift even if it's not a holiday."
AvgCommunicate_57899_Content_9,abtl,avg通讯器聊天表_AvgCommunicate_A_M.csv,87,AvgCommunicate,Content,二十四,这样么……那我也准备点什么吧。,"Is that right... OK, then I'll get a gift for Jenkin too."
AvgCommunicate_57899_Content_10,abtd,avg通讯器聊天表_AvgCommunicate_A_M.csv,88,AvgCommunicate,Content,二十四,谢谢你，%player%。,"Thank you, %player%."
AvgCommunicate_57901_Content_1,abtS,avg通讯器聊天表_AvgCommunicate_A_M.csv,89,AvgCommunicate,Content,诺缔拉,？！#¥%&*（）,?!#¥%&*()
AvgCommunicate_57901_Option_2,abug,avg通讯器聊天表_AvgCommunicate_A_M.csv,90,AvgCommunicate,Option,玩家,？？,??
AvgCommunicate_57901_Content_2,abtV,avg通讯器聊天表_AvgCommunicate_A_M.csv,90,AvgCommunicate,Content,玩家,？？,??
AvgCommunicate_57901_Content_3,abtW,avg通讯器聊天表_AvgCommunicate_A_M.csv,91,AvgCommunicate,Content,诺缔拉,抱歉抱歉，我还不太会用键盘。,Sorry about that. I'm still getting used to using a keyboard.
AvgCommunicate_57901_Option_4,abui,avg通讯器聊天表_AvgCommunicate_A_M.csv,92,AvgCommunicate,Option,玩家,多练习就好了。,Practice makes pefect. You'll figure it out in no time.
AvgCommunicate_57901_Content_4,abtX,avg通讯器聊天表_AvgCommunicate_A_M.csv,92,AvgCommunicate,Content,玩家,没事，我一开始用的时候也磕磕绊绊的，多练习几次就好。,It's fine. I also made mistakes when I started out. Just keep practicing and you'll eventually figure it out.
AvgCommunicate_57901_Content_5,abtY,avg通讯器聊天表_AvgCommunicate_A_M.csv,93,AvgCommunicate,Content,诺缔拉,唉，虽然是这样，但我怕我明天就忘记了。,"Yes, but... I'm afraid I'll forget everything I learned by tomorrow."
AvgCommunicate_57901_Option_6,abuk,avg通讯器聊天表_AvgCommunicate_A_M.csv,94,AvgCommunicate,Option,玩家,那就多来几次！,Then do it even more!
AvgCommunicate_57901_Content_6,abtZ,avg通讯器聊天表_AvgCommunicate_A_M.csv,94,AvgCommunicate,Content,玩家,那就多来几次，总没问题的！,Then just do it even more! It'll be fine!
AvgCommunicate_57901_Content_7,abua,avg通讯器聊天表_AvgCommunicate_A_M.csv,95,AvgCommunicate,Content,诺缔拉,你说得对！谢谢你，艾尔瓦！,"You're right! Thank you, Alva!"
AvgCommunicate_57901_Option_8,abum,avg通讯器聊天表_AvgCommunicate_A_M.csv,96,AvgCommunicate,Option,玩家,我不是艾尔瓦。,I'm not Alva.
AvgCommunicate_57901_Content_8,abub,avg通讯器聊天表_AvgCommunicate_A_M.csv,96,AvgCommunicate,Content,玩家,……那个，我不是艾尔瓦。,Uh... I'm not Alva.
AvgCommunicate_57901_Option_9,abun,avg通讯器聊天表_AvgCommunicate_A_M.csv,97,AvgCommunicate,Option,玩家,我是守密人。,"Actually, I'm the Keeper."
AvgCommunicate_57901_Content_9,abuc,avg通讯器聊天表_AvgCommunicate_A_M.csv,97,AvgCommunicate,Content,玩家,我是守密人。,"Actually, I'm the Keeper."
AvgCommunicate_57901_Content_10,abtT,avg通讯器聊天表_AvgCommunicate_A_M.csv,98,AvgCommunicate,Content,诺缔拉,啊！抱歉，守密人！,"Ah! Sorry, Keeper!"
AvgCommunicate_57901_Content_11,abtU,avg通讯器聊天表_AvgCommunicate_A_M.csv,99,AvgCommunicate,Content,诺缔拉,这次我一定不会忘记了，一定！,I definitely won't forget next time! Definitely!
AvgCommunicate_57904_Content_1,abuI,avg通讯器聊天表_AvgCommunicate_A_M.csv,100,AvgCommunicate,Content,宁菲亚,守密人，非常感谢您昨日送来疗养院的物资，也请替我谢谢德克斯特勋爵一直以来的资助。,"Keeper, thank you for bringing those supplies to the sanatorium yesterday. Please thank Lord Dexter for his continued support."
AvgCommunicate_57904_Option_2,abuU,avg通讯器聊天表_AvgCommunicate_A_M.csv,101,AvgCommunicate,Option,玩家,这是我们应该做的。,No problem. It's what we should do.
AvgCommunicate_57904_Content_2,abuK,avg通讯器聊天表_AvgCommunicate_A_M.csv,101,AvgCommunicate,Content,玩家,这是我们应该做的。,No problem. It's what we should do.
AvgCommunicate_57904_Content_3,abuL,avg通讯器聊天表_AvgCommunicate_A_M.csv,102,AvgCommunicate,Content,宁菲亚,没有你们，疗养院撑不到今天。,The sanatorium wouldn't have survived without you.
AvgCommunicate_57904_Content_4,abuM,avg通讯器聊天表_AvgCommunicate_A_M.csv,103,AvgCommunicate,Content,宁菲亚,院长想必也会很感谢你们的。,The dean will surely be grateful to you.
AvgCommunicate_57904_Option_5,abuX,avg通讯器聊天表_AvgCommunicate_A_M.csv,104,AvgCommunicate,Option,玩家,一个人管理疗养院，你辛苦了。,It must be difficult having to manage the sanatorium all by yourself.
AvgCommunicate_57904_Content_5,abuN,avg通讯器聊天表_AvgCommunicate_A_M.csv,104,AvgCommunicate,Content,玩家,一个人管理疗养院，你辛苦了。,It must be difficult having to manage the sanatorium all by yourself.
AvgCommunicate_57904_Content_6,abuO,avg通讯器聊天表_AvgCommunicate_A_M.csv,105,AvgCommunicate,Content,宁菲亚,我做的事情不算什么。,"It's nothing, really."
AvgCommunicate_57904_Content_7,abuP,avg通讯器聊天表_AvgCommunicate_A_M.csv,106,AvgCommunicate,Content,宁菲亚,只希望疗养院里的患者们能获得片刻的安宁。,I just hope the patients in the sanatorium can have a moment of peace.
AvgCommunicate_57904_Content_8,abuQ,avg通讯器聊天表_AvgCommunicate_A_M.csv,107,AvgCommunicate,Content,宁菲亚,有时间的话，请多带莉莉回来看看吧。,"If you have time, please bring Lily back more often."
AvgCommunicate_57904_Content_9,abuR,avg通讯器聊天表_AvgCommunicate_A_M.csv,108,AvgCommunicate,Content,宁菲亚,我会打扫好院长的办公室等着你们。,I'll clean the dean's office and wait for you.
AvgCommunicate_57904_Content_10,abuJ,avg通讯器聊天表_AvgCommunicate_A_M.csv,109,AvgCommunicate,Content,宁菲亚,这也是我唯一能为那孩子做的了。,That's all I can do for her...
AvgCommunicate_57909_Content_1,abwU,avg通讯器聊天表_AvgCommunicate_A_M.csv,110,AvgCommunicate,Content,莉莉,主人……,Master...
AvgCommunicate_57909_Content_2,abwW,avg通讯器聊天表_AvgCommunicate_A_M.csv,111,AvgCommunicate,Content,莉莉,艾继丝和詹金、带来了两个圆圆的东西。,Aigis and Jenkin brought over two round things.
AvgCommunicate_57909_Content_3,abwX,avg通讯器聊天表_AvgCommunicate_A_M.csv,112,AvgCommunicate,Content,莉莉,它们像脓疱一样，但轻轻的，里面空空的，会飘起来……,"They look like pustules, but they're light, hollow inside, and can float."
AvgCommunicate_57909_Option_4,abxi,avg通讯器聊天表_AvgCommunicate_A_M.csv,113,AvgCommunicate,Option,玩家,是气球吗？,Is it a balloon?
AvgCommunicate_57909_Content_4,abwY,avg通讯器聊天表_AvgCommunicate_A_M.csv,113,AvgCommunicate,Content,玩家,是气球吗？,Is it a balloon?
AvgCommunicate_57909_Content_5,abwZ,avg通讯器聊天表_AvgCommunicate_A_M.csv,114,AvgCommunicate,Content,莉莉,对，就是气球！,"Yes, it's a balloon!"
AvgCommunicate_57909_Content_6,abxa,avg通讯器聊天表_AvgCommunicate_A_M.csv,115,AvgCommunicate,Content,莉莉,主人要来和莉莉一起玩气球吗？,"Master, would you like to come over and play with the balloons together with Lily?"
AvgCommunicate_57909_Option_7,abxl,avg通讯器聊天表_AvgCommunicate_A_M.csv,116,AvgCommunicate,Option,玩家,好的，你在哪里？,Sure. Where are you?
AvgCommunicate_57909_Content_7,abxb,avg通讯器聊天表_AvgCommunicate_A_M.csv,116,AvgCommunicate,Content,玩家,好的，你在哪里？,Sure. Where are you?
AvgCommunicate_57909_Option_8,abxm,avg通讯器聊天表_AvgCommunicate_A_M.csv,117,AvgCommunicate,Option,玩家,莉莉？,Lily?
AvgCommunicate_57909_Content_8,abxc,avg通讯器聊天表_AvgCommunicate_A_M.csv,117,AvgCommunicate,Content,玩家,莉莉？,Lily?
AvgCommunicate_57909_Content_9,abxd,avg通讯器聊天表_AvgCommunicate_A_M.csv,118,AvgCommunicate,Content,莉莉,刚才、刚才……脓疱钻到气球里了……,Just now... one of the pustules crawled into the balloon... It's floating away...
AvgCommunicate_57909_Content_10,abwV,avg通讯器聊天表_AvgCommunicate_A_M.csv,119,AvgCommunicate,Content,莉莉,在茜尔维亚这里，主人快一起来，救救脓疱……,"I'm at Sylvia's... Master, come over quickly and save them..."
AvgCommunicate_57905_Content_1,abvc,avg通讯器聊天表_AvgCommunicate_A_M.csv,120,AvgCommunicate,Content,珈伦,叮叮~女仆珈伦的贴心小提示：你的早饭已经放在门口了哦！,Ding-ding~! Your wonderful Maid Karen here letting you know that your breakfast is at your door whenever you get up~!
AvgCommunicate_57905_Option_2,abvs,avg通讯器聊天表_AvgCommunicate_A_M.csv,121,AvgCommunicate,Option,玩家,是不是你拿走了我的衣服？,Did you take my clothes!?
AvgCommunicate_57905_Content_2,abvg,avg通讯器聊天表_AvgCommunicate_A_M.csv,121,AvgCommunicate,Content,玩家,你！是不是你拿走了我的衣服？,Hey! Did you take my clothes!?
AvgCommunicate_57905_Content_3,abvh,avg通讯器聊天表_AvgCommunicate_A_M.csv,122,AvgCommunicate,Content,珈伦,哎呀主人，你怎么这么早就醒了？衣服还没干呢！,"Oh dear, Master. Why are you already awake? Your clothes haven't dried yet!"
AvgCommunicate_57905_Option_4,abvu,avg通讯器聊天表_AvgCommunicate_A_M.csv,123,AvgCommunicate,Option,玩家,你拿去洗了？,"""Haven't dried yet""? Are you washing my clothes?"
